OBJECTID,Summary Level,Geographic Code Identifier,Geographic Record Identifier,Area Name-Legal/Statistical Area Description (LSAD) Term-Part Indicator,Area Base Name,File Identification,State/US-Abbreviation (USPS),Characteristic Iteration,Characteristic Iteration File Sequence Number,Logical Record Number,Total Pop,Institutionalized population,Correctional facilities for adults,Juvenile facilities,Nursing facilities/Skilled-nursing facilities,Other institutional facilities,Noninstitutionalized population,College/University student housing,Military quarters,Other noninstitutional facilities
971,150,530330276003,1500000US530330276003,Block Group 3,3,PLST,WA,000,03,4063,4,4,0,0,4,0,0,0,0,0
972,150,530330277011,1500000US530330277011,Block Group 1,1,PLST,WA,000,03,4064,0,0,0,0,0,0,0,0,0,0
973,150,530330277012,1500000US530330277012,Block Group 2,2,PLST,WA,000,03,4065,16,3,0,0,3,0,13,0,0,13
974,150,530330277013,1500000US530330277013,Block Group 3,3,PLST,WA,000,03,4066,0,0,0,0,0,0,0,0,0,0
975,150,530330277014,1500000US530330277014,Block Group 4,4,PLST,WA,000,03,4067,35,35,0,0,35,0,0,0,0,0
976,150,530330277021,1500000US530330277021,Block Group 1,1,PLST,WA,000,03,4068,9,0,0,0,0,0,9,0,0,9
977,150,530330277022,1500000US530330277022,Block Group 2,2,PLST,WA,000,03,4069,12,0,0,0,0,0,12,0,0,12
978,150,530330277023,1500000US530330277023,Block Group 3,3,PLST,WA,000,03,4070,0,0,0,0,0,0,0,0,0,0
979,150,530330278001,1500000US530330278001,Block Group 1,1,PLST,WA,000,03,4071,0,0,0,0,0,0,0,0,0,0
980,150,530330278002,1500000US530330278002,Block Group 2,2,PLST,WA,000,03,4072,0,0,0,0,0,0,0,0,0,0
981,150,530330279011,1500000US530330279011,Block Group 1,1,PLST,WA,000,03,4073,0,0,0,0,0,0,0,0,0,0
982,150,530330279012,1500000US530330279012,Block Group 2,2,PLST,WA,000,03,4074,0,0,0,0,0,0,0,0,0,0
983,150,530330279013,1500000US530330279013,Block Group 3,3,PLST,WA,000,03,4075,22,10,0,10,0,0,12,0,0,12
984,150,530330279021,1500000US530330279021,Block Group 1,1,PLST,WA,000,03,4076,10,0,0,0,0,0,10,0,0,10
985,150,530330279022,1500000US530330279022,Block Group 2,2,PLST,WA,000,03,4077,136,136,0,0,136,0,0,0,0,0
986,150,530330279023,1500000US530330279023,Block Group 3,3,PLST,WA,000,03,4078,0,0,0,0,0,0,0,0,0,0
987,150,530330280001,1500000US530330280001,Block Group 1,1,PLST,WA,000,03,4079,0,0,0,0,0,0,0,0,0,0
988,150,530330280002,1500000US530330280002,Block Group 2,2,PLST,WA,000,03,4080,0,0,0,0,0,0,0,0,0,0
989,150,530330280003,1500000US530330280003,Block Group 3,3,PLST,WA,000,03,4081,12,0,0,0,0,0,12,0,0,12
990,150,530330281001,1500000US530330281001,Block Group 1,1,PLST,WA,000,03,4082,71,0,0,0,0,0,71,0,0,71
991,150,530330281002,1500000US530330281002,Block Group 2,2,PLST,WA,000,03,4083,0,0,0,0,0,0,0,0,0,0
992,150,530330282001,1500000US530330282001,Block Group 1,1,PLST,WA,000,03,4084,28,0,0,0,0,0,28,0,0,28
993,150,530330282002,1500000US530330282002,Block Group 2,2,PLST,WA,000,03,4085,0,0,0,0,0,0,0,0,0,0
994,150,530330282003,1500000US530330282003,Block Group 3,3,PLST,WA,000,03,4086,0,0,0,0,0,0,0,0,0,0
995,150,530330283001,1500000US530330283001,Block Group 1,1,PLST,WA,000,03,4087,12,0,0,0,0,0,12,0,0,12
996,150,530330283002,1500000US530330283002,Block Group 2,2,PLST,WA,000,03,4088,20,0,0,0,0,0,20,0,0,20
997,150,530330283003,1500000US530330283003,Block Group 3,3,PLST,WA,000,03,4089,5,0,0,0,0,0,5,0,0,5
998,150,530330284021,1500000US530330284021,Block Group 1,1,PLST,WA,000,03,4090,10,6,0,0,6,0,4,0,0,4
999,150,530330284022,1500000US530330284022,Block Group 2,2,PLST,WA,000,03,4091,1,0,0,0,0,0,1,0,0,1
1000,150,530330284023,1500000US530330284023,Block Group 3,3,PLST,WA,000,03,4092,9,0,0,0,0,0,9,0,0,9
1001,150,530330284024,1500000US530330284024,Block Group 4,4,PLST,WA,000,03,4093,0,0,0,0,0,0,0,0,0,0
1002,150,530330284031,1500000US530330284031,Block Group 1,1,PLST,WA,000,03,4094,77,0,0,0,0,0,77,0,0,77
1003,150,530330284032,1500000US530330284032,Block Group 2,2,PLST,WA,000,03,4095,0,0,0,0,0,0,0,0,0,0
1004,150,530330284033,1500000US530330284033,Block Group 3,3,PLST,WA,000,03,4096,7,0,0,0,0,0,7,0,0,7
1005,150,530330284034,1500000US530330284034,Block Group 4,4,PLST,WA,000,03,4097,0,0,0,0,0,0,0,0,0,0
1006,150,530330285001,1500000US530330285001,Block Group 1,1,PLST,WA,000,03,4098,0,0,0,0,0,0,0,0,0,0
1007,150,530330285002,1500000US530330285002,Block Group 2,2,PLST,WA,000,03,4099,0,0,0,0,0,0,0,0,0,0
1008,150,530330285003,1500000US530330285003,Block Group 3,3,PLST,WA,000,03,4100,0,0,0,0,0,0,0,0,0,0
1009,150,530330286001,1500000US530330286001,Block Group 1,1,PLST,WA,000,03,4101,0,0,0,0,0,0,0,0,0,0
1010,150,530330286002,1500000US530330286002,Block Group 2,2,PLST,WA,000,03,4102,4,0,0,0,0,0,4,0,0,4
1011,150,530330286003,1500000US530330286003,Block Group 3,3,PLST,WA,000,03,4103,0,0,0,0,0,0,0,0,0,0
1012,150,530330286004,1500000US530330286004,Block Group 4,4,PLST,WA,000,03,4104,0,0,0,0,0,0,0,0,0,0
1013,150,530330286005,1500000US530330286005,Block Group 5,5,PLST,WA,000,03,4105,95,95,0,0,95,0,0,0,0,0
1014,150,530330287001,1500000US530330287001,Block Group 1,1,PLST,WA,000,03,4106,2,0,0,0,0,0,2,0,0,2
1015,150,530330287002,1500000US530330287002,Block Group 2,2,PLST,WA,000,03,4107,5,0,0,0,0,0,5,0,0,5
1016,150,530330287003,1500000US530330287003,Block Group 3,3,PLST,WA,000,03,4108,53,3,0,0,3,0,50,0,0,50
1017,150,530330288011,1500000US530330288011,Block Group 1,1,PLST,WA,000,03,4109,467,451,301,0,150,0,16,0,0,16
1018,150,530330288012,1500000US530330288012,Block Group 2,2,PLST,WA,000,03,4110,784,784,784,0,0,0,0,0,0,0
1019,150,530330288021,1500000US530330288021,Block Group 1,1,PLST,WA,000,03,4111,0,0,0,0,0,0,0,0,0,0
1020,150,530330288022,1500000US530330288022,Block Group 2,2,PLST,WA,000,03,4112,20,0,0,0,0,0,20,0,0,20
1021,150,530330288023,1500000US530330288023,Block Group 3,3,PLST,WA,000,03,4113,62,59,0,0,59,0,3,0,0,3
1022,150,530330288024,1500000US530330288024,Block Group 4,4,PLST,WA,000,03,4114,1,0,0,0,0,0,1,0,0,1
1023,150,530330289011,1500000US530330289011,Block Group 1,1,PLST,WA,000,03,4115,0,0,0,0,0,0,0,0,0,0
1024,150,530330289012,1500000US530330289012,Block Group 2,2,PLST,WA,000,03,4116,14,0,0,0,0,0,14,0,0,14
1025,150,530330289013,1500000US530330289013,Block Group 3,3,PLST,WA,000,03,4117,0,0,0,0,0,0,0,0,0,0
1026,150,530330289021,1500000US530330289021,Block Group 1,1,PLST,WA,000,03,4118,0,0,0,0,0,0,0,0,0,0
1027,150,530330289022,1500000US530330289022,Block Group 2,2,PLST,WA,000,03,4119,11,0,0,0,0,0,11,0,0,11
1028,150,530330289023,1500000US530330289023,Block Group 3,3,PLST,WA,000,03,4120,60,60,0,0,60,0,0,0,0,0
1029,150,530330289024,1500000US530330289024,Block Group 4,4,PLST,WA,000,03,4121,0,0,0,0,0,0,0,0,0,0
1030,150,530330289025,1500000US530330289025,Block Group 5,5,PLST,WA,000,03,4122,9,0,0,0,0,0,9,0,0,9
1031,150,530330290011,1500000US530330290011,Block Group 1,1,PLST,WA,000,03,4123,50,50,0,0,50,0,0,0,0,0
1032,150,530330290012,1500000US530330290012,Block Group 2,2,PLST,WA,000,03,4124,6,0,0,0,0,0,6,0,0,6
1033,150,530330290013,1500000US530330290013,Block Group 3,3,PLST,WA,000,03,4125,17,0,0,0,0,0,17,0,0,17
1034,150,530330290031,1500000US530330290031,Block Group 1,1,PLST,WA,000,03,4126,7,0,0,0,0,0,7,0,0,7
1035,150,530330290032,1500000US530330290032,Block Group 2,2,PLST,WA,000,03,4127,0,0,0,0,0,0,0,0,0,0
1036,150,530330290033,1500000US530330290033,Block Group 3,3,PLST,WA,000,03,4128,16,0,0,0,0,0,16,0,0,16
1037,150,530330290034,1500000US530330290034,Block Group 4,4,PLST,WA,000,03,4129,9,0,0,0,0,0,9,0,0,9
1038,150,530330290041,1500000US530330290041,Block Group 1,1,PLST,WA,000,03,4130,22,16,0,0,16,0,6,0,0,6
1039,150,530330290042,1500000US530330290042,Block Group 2,2,PLST,WA,000,03,4131,0,0,0,0,0,0,0,0,0,0
1040,150,530330291011,1500000US530330291011,Block Group 1,1,PLST,WA,000,03,4132,17,0,0,0,0,0,17,0,0,17
1041,150,530330291012,1500000US530330291012,Block Group 2,2,PLST,WA,000,03,4133,0,0,0,0,0,0,0,0,0,0
1042,150,530330291021,1500000US530330291021,Block Group 1,1,PLST,WA,000,03,4134,36,0,0,0,0,0,36,0,0,36
1043,150,530330291022,1500000US530330291022,Block Group 2,2,PLST,WA,000,03,4135,24,9,0,0,9,0,15,0,0,15
1044,150,530330291023,1500000US530330291023,Block Group 3,3,PLST,WA,000,03,4136,29,29,0,0,29,0,0,0,0,0
1045,150,530330292031,1500000US530330292031,Block Group 1,1,PLST,WA,000,03,4137,32,0,0,0,0,0,32,0,0,32
1046,150,530330292032,1500000US530330292032,Block Group 2,2,PLST,WA,000,03,4138,22,10,0,0,10,0,12,0,0,12
1047,150,530330292033,1500000US530330292033,Block Group 3,3,PLST,WA,000,03,4139,567,567,567,0,0,0,0,0,0,0
1048,150,530330292051,1500000US530330292051,Block Group 1,1,PLST,WA,000,03,4140,3,0,0,0,0,0,3,0,0,3
1049,150,530330292052,1500000US530330292052,Block Group 2,2,PLST,WA,000,03,4141,0,0,0,0,0,0,0,0,0,0
1050,150,530330292053,1500000US530330292053,Block Group 3,3,PLST,WA,000,03,4142,0,0,0,0,0,0,0,0,0,0
1051,150,530330292061,1500000US530330292061,Block Group 1,1,PLST,WA,000,03,4143,0,0,0,0,0,0,0,0,0,0
1052,150,530330292062,1500000US530330292062,Block Group 2,2,PLST,WA,000,03,4144,51,0,0,0,0,0,51,0,0,51
1053,150,530330292063,1500000US530330292063,Block Group 3,3,PLST,WA,000,03,4145,19,0,0,0,0,0,19,0,0,19
1054,150,530330292071,1500000US530330292071,Block Group 1,1,PLST,WA,000,03,4146,8,0,0,0,0,0,8,0,0,8
1055,150,530330292072,1500000US530330292072,Block Group 2,2,PLST,WA,000,03,4147,26,0,0,0,0,0,26,0,0,26
1056,150,530330292081,1500000US530330292081,Block Group 1,1,PLST,WA,000,03,4148,0,0,0,0,0,0,0,0,0,0
1057,150,530330292082,1500000US530330292082,Block Group 2,2,PLST,WA,000,03,4149,7,0,0,0,0,0,7,0,0,7
1058,150,530330293041,1500000US530330293041,Block Group 1,1,PLST,WA,000,03,4150,5,0,0,0,0,0,5,0,0,5
1059,150,530330293042,1500000US530330293042,Block Group 2,2,PLST,WA,000,03,4151,0,0,0,0,0,0,0,0,0,0
1060,150,530330293043,1500000US530330293043,Block Group 3,3,PLST,WA,000,03,4152,0,0,0,0,0,0,0,0,0,0
1061,150,530330293044,1500000US530330293044,Block Group 4,4,PLST,WA,000,03,4153,16,16,0,0,16,0,0,0,0,0
1062,150,530330293051,1500000US530330293051,Block Group 1,1,PLST,WA,000,03,4154,15,0,0,0,0,0,15,0,0,15
1063,150,530330293052,1500000US530330293052,Block Group 2,2,PLST,WA,000,03,4155,0,0,0,0,0,0,0,0,0,0
1064,150,530330293053,1500000US530330293053,Block Group 3,3,PLST,WA,000,03,4156,15,0,0,0,0,0,15,0,0,15
1065,150,530330293061,1500000US530330293061,Block Group 1,1,PLST,WA,000,03,4157,0,0,0,0,0,0,0,0,0,0
1066,150,530330293062,1500000US530330293062,Block Group 2,2,PLST,WA,000,03,4158,0,0,0,0,0,0,0,0,0,0
1067,150,530330293063,1500000US530330293063,Block Group 3,3,PLST,WA,000,03,4159,0,0,0,0,0,0,0,0,0,0
1068,150,530330293071,1500000US530330293071,Block Group 1,1,PLST,WA,000,03,4160,0,0,0,0,0,0,0,0,0,0
1069,150,530330293072,1500000US530330293072,Block Group 2,2,PLST,WA,000,03,4161,0,0,0,0,0,0,0,0,0,0
1070,150,530330293073,1500000US530330293073,Block Group 3,3,PLST,WA,000,03,4162,28,10,0,0,10,0,18,0,0,18
1071,150,530330293081,1500000US530330293081,Block Group 1,1,PLST,WA,000,03,4163,6,0,0,0,0,0,6,0,0,6
1072,150,530330293082,1500000US530330293082,Block Group 2,2,PLST,WA,000,03,4164,6,0,0,0,0,0,6,0,0,6
1073,150,530330293083,1500000US530330293083,Block Group 3,3,PLST,WA,000,03,4165,14,0,0,0,0,0,14,0,0,14
1074,150,530330293091,1500000US530330293091,Block Group 1,1,PLST,WA,000,03,4166,61,61,0,0,61,0,0,0,0,0
1075,150,530330293092,1500000US530330293092,Block Group 2,2,PLST,WA,000,03,4167,0,0,0,0,0,0,0,0,0,0
1076,150,530330293093,1500000US530330293093,Block Group 3,3,PLST,WA,000,03,4168,0,0,0,0,0,0,0,0,0,0
1077,150,530330294031,1500000US530330294031,Block Group 1,1,PLST,WA,000,03,4169,22,0,0,0,0,0,22,0,0,22
1078,150,530330294032,1500000US530330294032,Block Group 2,2,PLST,WA,000,03,4170,28,10,0,0,10,0,18,0,0,18
1079,150,530330294033,1500000US530330294033,Block Group 3,3,PLST,WA,000,03,4171,0,0,0,0,0,0,0,0,0,0
1080,150,530330294034,1500000US530330294034,Block Group 4,4,PLST,WA,000,03,4172,5,0,0,0,0,0,5,0,0,5
1081,150,530330294051,1500000US530330294051,Block Group 1,1,PLST,WA,000,03,4173,4,0,0,0,0,0,4,0,0,4
1082,150,530330294052,1500000US530330294052,Block Group 2,2,PLST,WA,000,03,4174,8,0,0,0,0,0,8,0,0,8
1083,150,530330294053,1500000US530330294053,Block Group 3,3,PLST,WA,000,03,4175,0,0,0,0,0,0,0,0,0,0
1084,150,530330294054,1500000US530330294054,Block Group 4,4,PLST,WA,000,03,4176,0,0,0,0,0,0,0,0,0,0
1085,150,530330294061,1500000US530330294061,Block Group 1,1,PLST,WA,000,03,4177,2,0,0,0,0,0,2,0,0,2
1086,150,530330294062,1500000US530330294062,Block Group 2,2,PLST,WA,000,03,4178,38,20,0,0,20,0,18,0,0,18
1087,150,530330294063,1500000US530330294063,Block Group 3,3,PLST,WA,000,03,4179,8,0,0,0,0,0,8,0,0,8
1088,150,530330294071,1500000US530330294071,Block Group 1,1,PLST,WA,000,03,4180,86,65,0,0,65,0,21,0,0,21
1089,150,530330294072,1500000US530330294072,Block Group 2,2,PLST,WA,000,03,4181,21,0,0,0,0,0,21,0,0,21
1090,150,530330294073,1500000US530330294073,Block Group 3,3,PLST,WA,000,03,4182,0,0,0,0,0,0,0,0,0,0
1091,150,530330294081,1500000US530330294081,Block Group 1,1,PLST,WA,000,03,4183,0,0,0,0,0,0,0,0,0,0
1092,150,530330294082,1500000US530330294082,Block Group 2,2,PLST,WA,000,03,4184,0,0,0,0,0,0,0,0,0,0
1093,150,530330294083,1500000US530330294083,Block Group 3,3,PLST,WA,000,03,4185,7,0,0,0,0,0,7,0,0,7
1094,150,530330295041,1500000US530330295041,Block Group 1,1,PLST,WA,000,03,4186,0,0,0,0,0,0,0,0,0,0
1095,150,530330295042,1500000US530330295042,Block Group 2,2,PLST,WA,000,03,4187,59,54,0,0,54,0,5,0,0,5
1096,150,530330295043,1500000US530330295043,Block Group 3,3,PLST,WA,000,03,4188,0,0,0,0,0,0,0,0,0,0
1097,150,530330295051,1500000US530330295051,Block Group 1,1,PLST,WA,000,03,4189,15,0,0,0,0,0,15,0,0,15
1098,150,530330295052,1500000US530330295052,Block Group 2,2,PLST,WA,000,03,4190,0,0,0,0,0,0,0,0,0,0
1099,150,530330295053,1500000US530330295053,Block Group 3,3,PLST,WA,000,03,4191,0,0,0,0,0,0,0,0,0,0
1100,150,530330295061,1500000US530330295061,Block Group 1,1,PLST,WA,000,03,4192,0,0,0,0,0,0,0,0,0,0
1101,150,530330295062,1500000US530330295062,Block Group 2,2,PLST,WA,000,03,4193,0,0,0,0,0,0,0,0,0,0
1102,150,530330295063,1500000US530330295063,Block Group 3,3,PLST,WA,000,03,4194,0,0,0,0,0,0,0,0,0,0
1103,150,530330295071,1500000US530330295071,Block Group 1,1,PLST,WA,000,03,4195,25,0,0,0,0,0,25,0,0,25
1104,150,530330295072,1500000US530330295072,Block Group 2,2,PLST,WA,000,03,4196,19,0,0,0,0,0,19,0,0,19
1105,150,530330295081,1500000US530330295081,Block Group 1,1,PLST,WA,000,03,4197,0,0,0,0,0,0,0,0,0,0
1106,150,530330295082,1500000US530330295082,Block Group 2,2,PLST,WA,000,03,4198,17,0,0,0,0,0,17,0,0,17
1107,150,530330295083,1500000US530330295083,Block Group 3,3,PLST,WA,000,03,4199,4,0,0,0,0,0,4,0,0,4
1108,150,530330296021,1500000US530330296021,Block Group 1,1,PLST,WA,000,03,4200,6,6,0,6,0,0,0,0,0,0
1109,150,530330296022,1500000US530330296022,Block Group 2,2,PLST,WA,000,03,4201,12,0,0,0,0,0,12,0,0,12
1110,150,530330296023,1500000US530330296023,Block Group 3,3,PLST,WA,000,03,4202,0,0,0,0,0,0,0,0,0,0
1111,150,530330296024,1500000US530330296024,Block Group 4,4,PLST,WA,000,03,4203,0,0,0,0,0,0,0,0,0,0
1112,150,530330296031,1500000US530330296031,Block Group 1,1,PLST,WA,000,03,4204,50,0,0,0,0,0,50,0,0,50
1113,150,530330296032,1500000US530330296032,Block Group 2,2,PLST,WA,000,03,4205,0,0,0,0,0,0,0,0,0,0
1114,150,530330296033,1500000US530330296033,Block Group 3,3,PLST,WA,000,03,4206,0,0,0,0,0,0,0,0,0,0
1115,150,530330296041,1500000US530330296041,Block Group 1,1,PLST,WA,000,03,4207,4,0,0,0,0,0,4,0,0,4
1116,150,530330296042,1500000US530330296042,Block Group 2,2,PLST,WA,000,03,4208,21,15,0,0,15,0,6,0,0,6
1117,150,530330296043,1500000US530330296043,Block Group 3,3,PLST,WA,000,03,4209,15,0,0,0,0,0,15,0,0,15
1118,150,530330297011,1500000US530330297011,Block Group 1,1,PLST,WA,000,03,4210,0,0,0,0,0,0,0,0,0,0
1119,150,530330297012,1500000US530330297012,Block Group 2,2,PLST,WA,000,03,4211,33,16,0,0,16,0,17,0,0,17
1120,150,530330297013,1500000US530330297013,Block Group 3,3,PLST,WA,000,03,4212,10,0,0,0,0,0,10,0,0,10
1121,150,530330297021,1500000US530330297021,Block Group 1,1,PLST,WA,000,03,4213,8,0,0,0,0,0,8,0,0,8
1122,150,530330297022,1500000US530330297022,Block Group 2,2,PLST,WA,000,03,4214,0,0,0,0,0,0,0,0,0,0
1123,150,530330298031,1500000US530330298031,Block Group 1,1,PLST,WA,000,03,4215,10,0,0,0,0,0,10,0,0,10
1124,150,530330298032,1500000US530330298032,Block Group 2,2,PLST,WA,000,03,4216,0,0,0,0,0,0,0,0,0,0
1125,150,530330298033,1500000US530330298033,Block Group 3,3,PLST,WA,000,03,4217,0,0,0,0,0,0,0,0,0,0
1126,150,530330298041,1500000US530330298041,Block Group 1,1,PLST,WA,000,03,4218,30,0,0,0,0,0,30,0,0,30
1127,150,530330298042,1500000US530330298042,Block Group 2,2,PLST,WA,000,03,4219,0,0,0,0,0,0,0,0,0,0
1128,150,530330298043,1500000US530330298043,Block Group 3,3,PLST,WA,000,03,4220,0,0,0,0,0,0,0,0,0,0
1129,150,530330298051,1500000US530330298051,Block Group 1,1,PLST,WA,000,03,4221,5,0,0,0,0,0,5,0,0,5
1130,150,530330298052,1500000US530330298052,Block Group 2,2,PLST,WA,000,03,4222,10,0,0,0,0,0,10,0,0,10
1131,150,530330298053,1500000US530330298053,Block Group 3,3,PLST,WA,000,03,4223,30,0,0,0,0,0,30,0,0,30
1132,150,530330298054,1500000US530330298054,Block Group 4,4,PLST,WA,000,03,4224,26,0,0,0,0,0,26,0,0,26
1133,150,530330298061,1500000US530330298061,Block Group 1,1,PLST,WA,000,03,4225,5,0,0,0,0,0,5,0,0,5
1134,150,530330298062,1500000US530330298062,Block Group 2,2,PLST,WA,000,03,4226,8,0,0,0,0,0,8,0,0,8
1135,150,530330298063,1500000US530330298063,Block Group 3,3,PLST,WA,000,03,4227,0,0,0,0,0,0,0,0,0,0
1136,150,530330299011,1500000US530330299011,Block Group 1,1,PLST,WA,000,03,4228,18,0,0,0,0,0,18,0,0,18
1137,150,530330299012,1500000US530330299012,Block Group 2,2,PLST,WA,000,03,4229,0,0,0,0,0,0,0,0,0,0
1138,150,530330299013,1500000US530330299013,Block Group 3,3,PLST,WA,000,03,4230,0,0,0,0,0,0,0,0,0,0
1139,150,530330299021,1500000US530330299021,Block Group 1,1,PLST,WA,000,03,4231,8,0,0,0,0,0,8,0,0,8
1140,150,530330299022,1500000US530330299022,Block Group 2,2,PLST,WA,000,03,4232,5,0,0,0,0,0,5,0,0,5
1141,150,530330299023,1500000US530330299023,Block Group 3,3,PLST,WA,000,03,4233,0,0,0,0,0,0,0,0,0,0
1142,150,530330300031,1500000US530330300031,Block Group 1,1,PLST,WA,000,03,4234,13,0,0,0,0,0,13,0,0,13
1143,150,530330300032,1500000US530330300032,Block Group 2,2,PLST,WA,000,03,4235,0,0,0,0,0,0,0,0,0,0
1144,150,530330300033,1500000US530330300033,Block Group 3,3,PLST,WA,000,03,4236,19,0,0,0,0,0,19,0,0,19
1145,150,530330300034,1500000US530330300034,Block Group 4,4,PLST,WA,000,03,4237,18,0,0,0,0,0,18,0,0,18
1146,150,530330300051,1500000US530330300051,Block Group 1,1,PLST,WA,000,03,4238,0,0,0,0,0,0,0,0,0,0
1147,150,530330300052,1500000US530330300052,Block Group 2,2,PLST,WA,000,03,4239,10,0,0,0,0,0,10,0,0,10
1148,150,530330300053,1500000US530330300053,Block Group 3,3,PLST,WA,000,03,4240,42,0,0,0,0,0,42,0,0,42
1149,150,530330300061,1500000US530330300061,Block Group 1,1,PLST,WA,000,03,4241,14,0,0,0,0,0,14,0,0,14
1150,150,530330300062,1500000US530330300062,Block Group 2,2,PLST,WA,000,03,4242,13,0,0,0,0,0,13,0,0,13
1151,150,530330300063,1500000US530330300063,Block Group 3,3,PLST,WA,000,03,4243,52,52,0,0,52,0,0,0,0,0
1152,150,530330300071,1500000US530330300071,Block Group 1,1,PLST,WA,000,03,4244,0,0,0,0,0,0,0,0,0,0
1153,150,530330300072,1500000US530330300072,Block Group 2,2,PLST,WA,000,03,4245,0,0,0,0,0,0,0,0,0,0
1154,150,530330300081,1500000US530330300081,Block Group 1,1,PLST,WA,000,03,4246,1,1,0,0,1,0,0,0,0,0
1155,150,530330300082,1500000US530330300082,Block Group 2,2,PLST,WA,000,03,4247,0,0,0,0,0,0,0,0,0,0
1156,150,530330300083,1500000US530330300083,Block Group 3,3,PLST,WA,000,03,4248,0,0,0,0,0,0,0,0,0,0
1157,150,530330301011,1500000US530330301011,Block Group 1,1,PLST,WA,000,03,4249,5,0,0,0,0,0,5,0,0,5
1158,150,530330301012,1500000US530330301012,Block Group 2,2,PLST,WA,000,03,4250,0,0,0,0,0,0,0,0,0,0
1159,150,530330301013,1500000US530330301013,Block Group 3,3,PLST,WA,000,03,4251,8,0,0,0,0,0,8,0,0,8
1160,150,530330301021,1500000US530330301021,Block Group 1,1,PLST,WA,000,03,4252,0,0,0,0,0,0,0,0,0,0
1161,150,530330301022,1500000US530330301022,Block Group 2,2,PLST,WA,000,03,4253,8,0,0,0,0,0,8,0,0,8
1162,150,530330301023,1500000US530330301023,Block Group 3,3,PLST,WA,000,03,4254,0,0,0,0,0,0,0,0,0,0
1163,150,530330302011,1500000US530330302011,Block Group 1,1,PLST,WA,000,03,4255,0,0,0,0,0,0,0,0,0,0
1164,150,530330302012,1500000US530330302012,Block Group 2,2,PLST,WA,000,03,4256,4,0,0,0,0,0,4,0,0,4
1165,150,530330302013,1500000US530330302013,Block Group 3,3,PLST,WA,000,03,4257,0,0,0,0,0,0,0,0,0,0
1166,150,530330302014,1500000US530330302014,Block Group 4,4,PLST,WA,000,03,4258,24,0,0,0,0,0,24,0,0,24
1167,150,530330302031,1500000US530330302031,Block Group 1,1,PLST,WA,000,03,4259,17,0,0,0,0,0,17,0,0,17
1168,150,530330302032,1500000US530330302032,Block Group 2,2,PLST,WA,000,03,4260,34,10,0,0,10,0,24,0,0,24
1169,150,530330302033,1500000US530330302033,Block Group 3,3,PLST,WA,000,03,4261,4,0,0,0,0,0,4,0,0,4
1170,150,530330302041,1500000US530330302041,Block Group 1,1,PLST,WA,000,03,4262,0,0,0,0,0,0,0,0,0,0
1171,150,530330302042,1500000US530330302042,Block Group 2,2,PLST,WA,000,03,4263,20,0,0,0,0,0,20,0,0,20
1172,150,530330302043,1500000US530330302043,Block Group 3,3,PLST,WA,000,03,4264,193,181,0,0,181,0,12,0,0,12
1173,150,530330303041,1500000US530330303041,Block Group 1,1,PLST,WA,000,03,4265,0,0,0,0,0,0,0,0,0,0
1174,150,530330303042,1500000US530330303042,Block Group 2,2,PLST,WA,000,03,4266,2,0,0,0,0,0,2,0,0,2
1175,150,530330303043,1500000US530330303043,Block Group 3,3,PLST,WA,000,03,4267,15,0,0,0,0,0,15,0,0,15
1176,150,530330303051,1500000US530330303051,Block Group 1,1,PLST,WA,000,03,4268,0,0,0,0,0,0,0,0,0,0
1177,150,530330303052,1500000US530330303052,Block Group 2,2,PLST,WA,000,03,4269,3,0,0,0,0,0,3,0,0,3
1178,150,530330303053,1500000US530330303053,Block Group 3,3,PLST,WA,000,03,4270,3,1,0,0,1,0,2,0,0,2
1179,150,530330303061,1500000US530330303061,Block Group 1,1,PLST,WA,000,03,4271,0,0,0,0,0,0,0,0,0,0
1180,150,530330303062,1500000US530330303062,Block Group 2,2,PLST,WA,000,03,4272,19,0,0,0,0,0,19,0,0,19
1181,150,530330303063,1500000US530330303063,Block Group 3,3,PLST,WA,000,03,4273,4,4,0,0,0,4,0,0,0,0
1182,150,530330303064,1500000US530330303064,Block Group 4,4,PLST,WA,000,03,4274,0,0,0,0,0,0,0,0,0,0
1183,150,530330303081,1500000US530330303081,Block Group 1,1,PLST,WA,000,03,4275,0,0,0,0,0,0,0,0,0,0
1184,150,530330303082,1500000US530330303082,Block Group 2,2,PLST,WA,000,03,4276,0,0,0,0,0,0,0,0,0,0
1185,150,530330303083,1500000US530330303083,Block Group 3,3,PLST,WA,000,03,4277,11,0,0,0,0,0,11,0,0,11
1186,150,530330303084,1500000US530330303084,Block Group 4,4,PLST,WA,000,03,4278,0,0,0,0,0,0,0,0,0,0
1187,150,530330303091,1500000US530330303091,Block Group 1,1,PLST,WA,000,03,4279,0,0,0,0,0,0,0,0,0,0
1188,150,530330303092,1500000US530330303092,Block Group 2,2,PLST,WA,000,03,4280,99,99,0,0,99,0,0,0,0,0
1189,150,530330303093,1500000US530330303093,Block Group 3,3,PLST,WA,000,03,4281,6,0,0,0,0,0,6,0,0,6
1190,150,530330303094,1500000US530330303094,Block Group 4,4,PLST,WA,000,03,4282,0,0,0,0,0,0,0,0,0,0
1191,150,530330303101,1500000US530330303101,Block Group 1,1,PLST,WA,000,03,4283,0,0,0,0,0,0,0,0,0,0
1192,150,530330303102,1500000US530330303102,Block Group 2,2,PLST,WA,000,03,4284,11,0,0,0,0,0,11,0,0,11
